nominative,genitive,gender,declension
centuriātus,centuriātūs,m,IV
centuriō,centuriōnis,m,III
centurionātus,centurionātūs,m,IV
cēnula,cēnulae,f,I
cēra,cērae,f,I
Ceramīcus,Ceramīcī,m,II
cērārium,cērāriī,n,II
cerastēs,cerastēsae,m,I
cerasus,cerasī,f,II
Cerberus,Cerberī,m,II
cercopithēcus,cercopithēcī,m,II
cercūrus,cercūrī,m,II
cerdō,cerdōnis,m,III
cerebrum,cerebrī,n,II
Cerēs,Cereris,f,III
cēreus,cēreī,m,II
cērintha,cērinthae,f,I
cērōma,cērōmaatis,n,III
certāmen,certāmeninis,n,III
certātiō,certātiōnis,f,III
certum,certī,n,II
cērula,cērulae,f,I
cērussa,cērussae,f,I
cerva,cervae,f,I
cervīcal,cervīcalālis,n,III
cervīcula,cervīculae,f,I
cervīx,cervīīcis,f,III
cervus,cervī,m,II
cessātiō,cessātiōnis,f,III
cessātor,cessātōris,m,III
cessiō,cessiōnis,f,III
cētārium,cētāriī,n,II
cēterum,cēterī,n,II
chalybs,chalybybis,m,III
chara,charae,f,I
Charōn,Charōnontis,m,III
charta,chartae,f,I
chartula,chartulae,f,I
Charybdis,Charybdis,f,III
chelydrus,chelydrī,m,II
cheragra,cheragrae,f,I
chīliarchēs,chīliarchēsae,m,I
chīliarchus,chīliarchī,m,II
Chimaera,Chimaerae,f,I
chīrographum,chīrographī,n,II
chīrūrgia,chīrūrgiae,f,I
chlamys,chlamyydis,f,III
chorāgium,chorāgiī,m,II
choraulēs,choraulēsae,m,I
chorda,chordae,f,I
chorēa,chorēae,f,I
chorēus,chorēī,m,II
chorus,chorī,m,II
chromis,chromis,f,III
chrȳsolithos,chrȳsolithosī,m,II
cibōrium,cibōriī,n,II
cibus,cibī,m,II
cicāda,cicādae,f,I
cicātrīx,cicātrīīcis,f,III
cicer,cicereris,n,III
cichorēum,cichorēī,n,II
cicōnia,cicōniae,f,I
cicūta,cicūtae,f,I
cidaris,cidaris,f,III
cilicium,ciliciī,n,II
cīmex,cīmeicis,m,III
cinaedus,cinaedī,m,II
cincinnus,cincinnī,m,II
cīnctus,cīnctūs,m,IV
cinerārius,cinerāriī,m,II
cingulus,cingulī,m,II
ciniflō,ciniflōnis,m,III
cinis,cineris,m,III
cinnamum,cinnamī,n,II
cippus,cippī,m,II
circāmoerium,circāmoeriī,n,II
Circē,Circēae,f,I
circinus,circinī,m,II
circuitus,circuitūs,m,IV
circulātor,circulātōris,m,III
circulus,circulī,m,II
circumluviō,circumluviōnis,f,III
circummūnītiō,circummūnītiōnis,f,III
circumpōtātiō,circumpōtātiōnis,f,III
circumscrīptiō,circumscrīptiōnis,f,III
circumscrīptor,circumscrīptōris,m,III
circumsessiō,circumsessiōnis,f,III
circumspectiō,circumspectiōnis,f,III
circumspectus,circumspectūs,m,IV
circumvectiō,circumvectiōnis,f,III
circus,circī,m,II
cīris,cīris,f,III
cirrus,cirrī,m,II
cisium,cisiī,n,II
cista,cistae,f,I
cistella,cistellae,f,I
cisterna,cisternae,f,I
cistophorus,cistophorī,m,II
cithara,citharae,f,I
citharista,citharistae,m,I
citharistria,citharistriae,f,I
citharoedus,citharoedī,m,II
cīvis,cīvis,m,III
cīvitās,cīvitātis,f,III
clādēs,clādis,f,III
clāmātor,clāmātōris,m,III
clāmor,clāmōris,m,III
clangor,clangōris,m,III
clārigātiō,clārigātiōnis,f,III
clāritās,clāritātis,f,III
clāritūdō,clāritūdinis,f,III
classicula,classiculae,f,I
classicum,classicī,n,II
classis,classis,f,III
claudicātiō,claudicātiōnis,f,III
claustrum,claustrī,n,II
clausula,clausulae,f,I
clausum,clausī,n,II
clāva,clāvae,f,I
clāvārium,clāvāriī,n,II
clāvicula,clāviculae,f,I
clāvis,clāvis,f,III
clāvus,clāvī,m,II
clēmentia,clēmentiae,f,I
clepsydra,clepsydrae,f,I
cliēns,cliēnentis,m,III
clienta,clientae,f,I
clientēla,clientēlae,f,I
clientulus,clientulī,m,II
Clīō,Clīōūs,f,IV
clipeus,clipeī,m,II
clīvus,clīvī,m,II
cloāca,cloācae,f,I
Cloācīna,Cloācīnae,f,I
coacervātiō,coacervātiōnis,f,III
coāctor,coāctōris,m,III
coāgmentātiō,coāgmentātiōnis,f,III
coāgmentum,coāgmentī,n,II
coāgulum,coāgulī,n,II
coartātiō,coartātiōnis,f,III
coccum,coccī,n,II
Coclēs,Coclitis,m,III
Cōcȳtus,Cōcȳtī,m,II
cōda,cōdae,f,I
cōdex,cōdeicis,m,III
coēmptiō,coēmptiōnis,f,III
coeptum,coeptī,n,II
coërcitiō,coërcitiōnis,f,III
coetus,coetūs,m,IV
cōgitātiō,cōgitātiōnis,f,III
cōgitātum,cōgitātī,n,II
cōgnāta,cōgnātae,f,I
cōgnātiō,cōgnātiōnis,f,III
cognātus,cognātī,m,II
cōgnitiō,cōgnitiōnis,f,III
cōgnitor,cōgnitōris,m,III
cōgnōmen,cōgnōmeninis,n,III
cōgnōmentum,cōgnōmentī,n,II
cohaerentia,cohaerentiae,f,I
cohērēs,cohērēdis,m,III
cohors,cohorrtis,f,III
cohortātiō,cohortātiōnis,f,III
coitiō,coitiōnis,f,III
coitus,coitūs,m,IV
colaphus,colaphī,m,II
colax,colaacis,m,III
colēns,colēnntis,m,III
collis,collis,m,III
collum,collī,n,II
collybus,collybī,m,II
collȳrium,collȳriī,n,II
colocāsium,colocāsiī,n,II
colōna,colōnae,f,I
colōnia,colōniae,f,I
colōnus,colōnī,m,II
colossus,colossī,m,II
colubra,colubrae,f,I
cōlum,cōlī,n,II
columba,columbae,f,I
columbus,columbī,m,II
columella,columellae,f,I
columen,columeninis,n,III
columna,columnae,f,I
columnārium,columnāriī,n,II
coma,comae,f,I
combibō,combibōnis,m,III
comes,comeitis,m,III
comētēs,comētēsae,m,I
cōmissātiō,cōmissātiōnis,f,III
cōmissātor,cōmissātōris,m,III
cōmitās,cōmitātis,f,III
comitātus,comitātūs,m,IV
comitiātus,comitiātūs,m,IV
comitium,comitiī,n,II
commanipulāris,commanipulāris,m,III
commeātus,commeātūs,m,IV
commemorātiō,commemorātiōnis,f,III
commendātiō,commendātiōnis,f,III
commendātrīx,commendātrīīcis,f,III
commentāriolum,commentāriolī,n,II
commentārius,commentāriī,m,II
commentātiō,commentātiōnis,f,III
commentor,commentōris,m,III
commentum,commentī,n,II
commercium,commerciī,n,II
commīlitium,commīlitiī,n,II
commīlitō,commīlitōnis,m,III
comminātiō,comminātiōnis,f,III
commiserātiō,commiserātiōnis,f,III
commissiō,commissiōnis,f,III
commissum,commissī,n,II
commissūra,commissūrae,f,I
commoditās,commoditātis,f,III
commodum,commodī,n,II
commorātiō,commorātiōnis,f,III
commōtiō,commōtiōnis,f,III
commōtiuncula,commōtiunculae,f,I
commūne,commūneis,n,III
commūnicātiō,commūnicātiōnis,f,III
commūniō,commūniōnis,f,III
commūnitās,commūnitātis,f,III
commūnītiō,commūnītiōnis,f,III
commūtātiō,commūtātiōnis,f,III
cōmoedia,cōmoediae,f,I
compāctiō,compāctiōnis,f,III
compāgēs,compāgis,f,III
compāgō,compāginis,f,III
comparātiō,comparātiōnis,f,III
comparātiō,comparātiōnis,f,III
compellātiō,compellātiōnis,f,III
compendium,compendiī,n,II
compēnsātiō,compēnsātiōnis,f,III
comperendinātus,comperendinātūs,m,IV
competītor,competītōris,m,III
competītrīx,competītrīīcis,f,III
compīlātiō,compīlātiōnis,f,III
compitum,compitī,n,II
complēmentum,complēmentī,n,II
complexiō,complexiōnis,f,III
complexus,complexūs,m,IV
complōrātiō,complōrātiōnis,f,III
complōrātus,complōrātūs,m,IV
compositiō,compositiōnis,f,III
compositor,compositōris,m,III
compositum,compositī,n,II
compōtātiō,compōtātiōnis,f,III
compōtor,compōtōris,m,III
compōtrīx,compōtrīīcis,f,III
comprānsor,comprānsōris,m,III
comprecātiō,comprecātiōnis,f,III
comprehēnsiō,comprehēnsiōnis,f,III
compressiō,compressiōnis,f,III
comprobātiō,comprobātiōnis,f,III
comprobātor,comprobātōris,m,III
comprōmissum,comprōmissī,n,II
cōnāmen,cōnāmeninis,n,III
cōnātus,cōnātūs,m,IV
concaedēs,concaedēsium,f,II
concentiō,concentiōnis,f,III
concentus,concentūs,m,IV
conceptiō,conceptiōnis,f,III
conceptus,conceptūs,m,IV
concertātiō,concertātiōnis,f,III
concessiō,concessiōnis,f,III
concha,conchae,f,I
conchis,conchis,f,III
conchȳlium,conchȳliī,n,II
conciliābulum,conciliābulī,n,II
conciliātiō,conciliātiōnis,f,III
conciliātor,conciliātōris,m,III
conciliātrīcula,conciliātrīculae,f,I
conciliātrīx,conciliātrīīcis,f,III
concilium,conciliī,n,II
concīsiō,concīsiōnis,f,III
concitātiō,concitātiōnis,f,III
concitātor,concitātōris,m,III
concitor,concitōris,m,III
conclāmātiō,conclāmātiōnis,f,III
conclāve,conclāveis,n,III
conclūsiuncula,conclūsiunculae,f,I
conclūsum,conclūsī,n,II
concordia,concordiae,f,I
concrētiō,concrētiōnis,f,III
concrētum,concrētī,n,II
concubīna,concubīnae,f,I
concubīnus,concubīnī,m,II
concubitus,concubitūs,m,IV
concursātiō,concursātiōnis,f,III
concursātor,concursātōris,m,III
concursiō,concursiōnis,f,III
concursus,concursūs,m,IV
condemnātiō,condemnātiōnis,f,III
condemnātor,condemnātōris,m,III
condīmentum,condīmentī,n,II
condiscipulātus,condiscipulātūs,m,IV
condiscipulus,condiscipulī,m,II
condītiō,condītiōnis,f,III
conditor.,conditor.ōris,m,III
condītor,condītōris,m,III
condōnātiō,condōnātiōnis,f,III
conductiō,conductiōnis,f,III
conductor,conductōris,m,III
conductum,conductī,n,II
cōnexum,cōnexī,m,II
cōnfectiō,cōnfectiōnis,f,III
cōnfector,cōnfectōris,m,III
cōnfessiō,cōnfessiōnis,f,III
cōnfictiō,cōnfictiōnis,f,III
cōnfīdentia,cōnfīdentiae,f,I
cōnfīnium,cōnfīniī,n,II
cōnfīrmātiō,cōnfīrmātiōnis,f,III
cōnfīrmātor,cōnfīrmātōris,m,III
cōnfīsiō,cōnfīsiōnis,f,III
cōnflīctiō,cōnflīctiōnis,f,III
cōnfluēns,cōnfluēnentis,m,III
cōnfōrmātiō,cōnfōrmātiōnis,f,III
cōnfugium,cōnfugiī,n,II
cōnfūsiō,cōnfūsiōnis,f,III
congiārium,congiāriī,n,II
congius,congiī,m,II
conglobātiō,conglobātiōnis,f,III
conglūtinātiō,conglūtinātiōnis,f,III
congregātiō,congregātiōnis,f,III
congressiō,congressiōnis,f,III
congressus,congressūs,m,IV
coniectiō,coniectiōnis,f,III
coniector,coniectōris,m,III
coniectūra,coniectūrae,f,I
coniectus,coniectūs,m,IV
coniugātiō,coniugātiōnis,f,III
coniugātor,coniugātōris,m,III
coniugium,coniugiī,n,II
coniūnctiō,coniūnctiōnis,f,III
coniūnctum,coniūnctī,n,II
coniūnx,coniūniugis,m,III
coniūrātiō,coniūrātiōnis,f,III
conlacrimātiō,conlacrimātiōnis,f,III
conlactea,conlacteae,f,I
conlātiō,conlātiōnis,f,III
conlaudātiō,conlaudātiōnis,f,III
conlēcta,conlēctae,f,I
conlēctiō,conlēctiōnis,f,III
conlēga,conlēgae,m,I
conlēgium,conlēgiī,n,II
conlībertus,conlībertī,m,II
conligātiō,conligātiōnis,f,III
conlocātiō,conlocātiōnis,f,III
conlocūtiō,conlocūtiōnis,f,III
conloquium,conloquiī,n,II
conlūsiō,conlūsiōnis,f,III
conlūsor,conlūsōris,m,III
conluviō,conluviōnis,f,III
cōnōpēum,cōnōpēumēī,n,V
conquassātiō,conquassātiōnis,f,III
conquestiō,conquestiōnis,f,III
conquīsītiō,conquīsītiōnis,f,III
conquīsītor,conquīsītōris,m,III
cōnsalūtātiō,cōnsalūtātiōnis,f,III
cōnsanguinitās,cōnsanguinitātis,f,III
cōnscēnsiō,cōnscēnsiōnis,f,III
cōnscientia,cōnscientiae,f,I
cōnscrīptiō,cōnscrīptiōnis,f,III
cōnscrīptus,cōnscrīptī,m,II
cōnsecrātiō,cōnsecrātiōnis,f,III
cōnsectātiō,cōnsectātiōnis,f,III
cōnsectātrīx,cōnsectātrīīcis,f,III
cōnsectiō,cōnsectiōnis,f,III
cōnsecūtiō,cōnsecūtiōnis,f,III
cōnsēnsiō,cōnsēnsiōnis,f,III
cōnsēnsus,cōnsēnsūs,m,IV
cōnsequentia,cōnsequentiae,f,I
cōnserva,cōnservae,f,I
cōnservātiō,cōnservātiōnis,f,III
cōnservātor,cōnservātōris,m,III
cōnservus,cōnservī,m,II
cōnsessor,cōnsessōris,m,III
cōnsessus,cōnsessūs,m,IV
cōnsīdērātiō,cōnsīdērātiōnis,f,III
cōnsiliārius,cōnsiliāriī,m,II
cōnsilīātor,cōnsilīātōris,m,III
cōnsilium,cōnsiliī,n,II
cōnsitiō,cōnsitiōnis,f,III
cōnsitor,cōnsitōris,m,III
cōnsitūra,cōnsitūrae,f,I
cōnsōbrīna,cōnsōbrīnae,f,I
cōnsōbrīnus,cōnsōbrīnī,m,II
cōnsociātiō,cōnsociātiōnis,f,III
cōnsōlātiō,cōnsōlātiōnis,f,III
cōnsōlātor,cōnsōlātōris,m,III
cōnsors,cōnsorsortis,m,III
cōnsortiō,cōnsortiōnis,f,III
cōnsortium,cōnsortiī,n,II
cōnspectus,cōnspectūs,m,IV
cōnspīrātiō,cōnspīrātiōnis,f,III
cōnspōnsor,cōnspōnsōris,m,III
cōnstantia,cōnstantiae,f,I
cōnsternātiō,cōnsternātiōnis,f,III
cōnstitūtiō,cōnstitūtiōnis,f,III
cōnstitūtum,cōnstitūtī,n,II
cōnstrūctiō,cōnstrūctiōnis,f,III
cōnstūprātor,cōnstūprātōris,m,III
Cōnsuālia,Cōnsuāliaium,n,II
cōnsuāsor,cōnsuāsōris,m,III
cōnsuētūdō,cōnsuētūdinis,f,III
cōnsul,cōnsululis,m,III
cōnsulātus,cōnsulātūs,m,IV
cōnsultātiō,cōnsultātiōnis,f,III
cōnsultor,cōnsultōris,m,III
cōnsultrīx,cōnsultrīīcis,f,III
cōnsultum,cōnsultī,n,II
cōnsūmptiō,cōnsūmptiōnis,f,III
cōnsūmptor,cōnsūmptōris,m,III
cōnsurrēctiō,cōnsurrēctiōnis,f,III
Cōnsus,Cōnsī,m,II
contabulātiō,contabulātiōnis,f,III
contāctus,contāctūs,m,IV
contāgiō,contāgiōnis,f,III
contemplātiō,contemplātiōnis,f,III
contemplātor,contemplātōris,m,III
contemptiō,contemptiōnis,f,III
contemptor,contemptōris,m,III
contemptrīx,contemptrīīcis,f,III
contemptus,contemptūs,m,IV
contentiō,contentiōnis,f,III
contextus,contextūs,m,IV
contīgnātiō,contīgnātiōnis,f,III
continēns,continēnntis,f,III
continentia,continentiae,f,I
continuātiō,continuātiōnis,f,III
cōntiōnātor,cōntiōnātōris,m,III
cōntiuncula,cōntiunculae,f,I
contortiō,contortiōnis,f,III
contortor,contortōris,m,III
contrāctiō,contrāctiōnis,f,III
contrāctiuncula,contrāctiunculae,f,I
contrārium,contrāriī,n,II
contrectātiō,contrectātiōnis,f,III
contrōversia,contrōversiae,f,I
contubernālis,contubernālis,m,III
contubernium,contuberniī,n,II
contumācia,contumāciae,f,I
contumēlia,contumēliae,f,I
conturbātiō,conturbātiōnis,f,III
contus,contī,m,II
cōnus,cōnī,m,II
convallis,convallis,f,III
convector,convectōris,m,III
convenientia,convenientiae,f,I
conventiculum,conventiculī,n,II
conventiō,conventiōnis,f,III
conventum,conventī,n,II
conventus,conventūs,m,IV
conversātiō,conversātiōnis,f,III
conversiō,conversiōnis,f,III
convīciātor,convīciātōris,m,III
convīctiō,convīctiōnis,f,III
convīctor,convīctōris,m,III
convīctus,convīctūs,m,IV
convīva,convīvae,m,I
convīvātor,convīvātōris,m,III
convīvium,convīviī,n,II
convocātiō,convocātiōnis,f,III
cooptātiō,cooptātiōnis,f,III
cophinus,cophinī,m,II
cōpia,cōpiae,f,I
copis,copidis,f,III
cōpō,cōpōnis,m,III
cōpula,cōpulae,f,I
cōpulātiō,cōpulātiōnis,f,III
coquus,coquī,m,II
cor,ccordis,n,III
corbis,corbis,m,III
corbīta,corbītae,f,I
corcodīlus,corcodīlī,m,II
cordax,cordaacis,m,III
Corinthus,Corinthī,f,II
corium,coriī,n,II
cornicen,cornicencinis,m,III
cornīcula,cornīculae,f,I
corniculum,corniculī,n,II
cornīx,cornīīcis,f,III
cornū,cornūūs,n,IV
cornum,cornī,n,II
cornum,cornī,n,II
cornus,cornī,f,II
corōlla,corōllae,f,I
corōllārium,corōllāriī,n,II
corōna,corōnae,f,I
corpus,corpuoris,n,III
corpusculum,corpusculī,n,II
corrēctiō,corrēctiōnis,f,III
corrēctor,corrēctōris,m,III
corrigia,corrigiae,f,I
corruptēla,corruptēlae,f,I
corruptiō,corruptiōnis,f,III
corruptor,corruptōris,m,III
corruptrīx,corruptrīīcis,f,III
cortex,corteicis,m,III
cortīna,cortīnae,f,I
corulus,corulī,f,II
Cōrus,Cōrī,m,II
corvus,corvī,m,II
Corybantes,Corybantesium,m,II
cōrycus,cōrycī,m,II
corylētum,corylētī,n,II
corylus,corylī,f,II
corymbus,corymbī,m,II
coryphaeus,coryphaeī,m,II
cōrȳtos,cōrȳtosī,m,II
cōs,cōcōtis,f,III
cosmētēs,cosmētēsae,m,I
costum,costī,n,II
cōtēs,cōtēsium,f,II
cothurnus,cothurnī,m,II
coturnīx,coturnīīcis,f,III
covīnārius,covīnāriī,m,II
coxa,coxae,f,I
crābrō,crābrōnis,m,III
crāpula,crāpulae,f,I
crassitūdō,crassitūdinis,f,III
crātēr,crātērēris,m,III
crātēra,crātērae,f,I
creātiō,creātiōnis,f,III
creātor,creātōris,m,III
creātrīx,creātrīīcis,f,III
crēbritās,crēbritātis,f,III
crēditor,crēditōris,m,III
crēditum,crēditī,n,II
crēdulitās,crēdulitātis,f,III
cremor,cremōris,m,III
crepida,crepidae,f,I
crepīdō,crepīdinis,f,III
crepitus,crepitūs,m,IV
crepusculum,crepusculī,n,II
Crēs,Crētis,m,III
crēta,crētae,f,I
crētiō,crētiōnis,f,III
crētula,crētulae,f,I
crībrum,crībrī,n,II
crīmen,crīmeninis,n,III
crīminātiō,crīminātiōnis,f,III
crīminātor,crīminātōris,m,III
crīnis,crīnis,m,III
crista,cristae,f,I
criticus,criticī,m,II
crocōta,crocōtae,f,I
crotalistria,crotalistriae,f,I
crotalum,crotalī,n,II
cruciāmentum,cruciāmentī,n,II
crūdēlitās,crūdēlitātis,f,III
crūditās,crūditātis,f,III
crumēna,crumēnae,f,I
cruor,cruōris,m,III
crūs,crūris,n,III
crūsta,crūstae,f,I
crūstulum,crūstulī,n,II
crūstum,crūstī,n,II
crux,cruucis,f,III
crypta,cryptae,f,I
crystallinum,crystallinī,n,II
crystallus,crystallī,f,II
cubiculum,cubiculī,n,II
cubīle,cubīleis,n,III
cubital,cubitalālis,n,III
cubitum,cubitī,n,II
cubus,cubī,m,II
cucullus,cucullī,m,II
cucūllus,cucūllī,m,II
cucumis,cucumeris,m,III
cucurbita,cucurbitae,f,I
culcita,culcitae,f,I
culex,culeicis,m,III
culīna,culīnae,f,I
culmen,culmeninis,n,III
culmus,culmī,m,II
culpa,culpae,f,I
cultellus,cultellī,m,II
cultiō,cultiōnis,f,III
cultor,cultōris,m,III
cultrīx,cultrīīcis,f,III
cultūra,cultūrae,f,I
cultus,cultūs,m,IV
culullus,culullī,m,II
cūlus,cūlī,m,II
cumba,cumbae,f,I
cumera,cumerae,f,I
cumīnum,cumīnī,n,II
cumulus,cumulī,m,II
cunctātiō,cunctātiōnis,f,III
cunctātor,cunctātōris,m,III
cuneolus,cuneolī,m,II
cuneus,cuneī,m,II
cunīculus,cunīculī,m,II
cunnus,cunnī,m,II
cūpa,cūpae,f,I
Cupencus,Cupencī,m,II
cupiditās,cupiditātis,f,III
cupīdō,cupīdinis,f,III
Cupīdō,Cupīdinis,m,III
cupītor,cupītōris,m,III
cuppēdia,cuppēdiae,f,I
cuppēdinārius,cuppēdināriī,m,II
cupressētum,cupressētī,n,II
cupressus,cupressī,f,II
cūra,cūrae,f,I
cūralium,cūraliī,n,II
cūrātiō,cūrātiōnis,f,III
cūrātor,cūrātōris,m,III
cūrātūra,cūrātūrae,f,I
curculiō,curculiōnis,m,III
Cūrētis,Cūrētidis,f,III
cūria,cūriae,f,I
cūriālis,cūriālis,m,III
cūriō,cūriōnis,m,III
cūriōsitās,cūriōsitātis,f,III
curriculum,curriculī,n,II
currūca,currūcae,f,I
currus,currūs,m,IV
cursor,cursōris,m,III
cursus,cursūs,m,IV
curvātūra,curvātūrae,f,I
cuspis,cuspidis,f,III
custōdia,custōdiae,f,I
custōs,custōōdis,m,III
cutīcula,cutīculae,f,I
cutis,cutis,f,III
cyathus,cyathī,m,II
cȳclas,cȳclaadis,f,III
Cyclōps,Cyclōpōpis,m,III
cycnus,cycnī,m,II
cymbalum,cymbalī,n,II
cymbium,cymbiī,n,II
cynocephalus,cynocephalī,m,II
Cynosūra,Cynosūrae,f,I
cyparissus,cyparissī,f,II
cytisus,cytisī,m,II
Dācicus,Dācicī,m,II
dactylus,dactylī,m,II
Dāma,Dāmae,m,I
dāmiūrgus,dāmiūrgī,m,II
damnātīō,damnātīōnis,f,III
damnum,damnī,n,II
datiō,datiōnis,f,III
dator,datōris,m,III
dea,deae,f,I
deambulātiō,deambulātiōnis,f,III
dēbellātor,dēbellātōris,m,III
dēbilitās,dēbilitātis,f,III
dēbilitātiō,dēbilitātiōnis,f,III
dēbitiō,dēbitiōnis,f,III
dēbitor,dēbitōris,m,III
dēbitum,dēbitī,n,II
decempeda,decempedae,f,I
decempedātor,decempedātōris,m,III
decemvirātus,decemvirātūs,m,IV
decentia,decentiae,f,I
dēcertātiō,dēcertātiōnis,f,III
dēcessiō,dēcessiōnis,f,III
dēcessor,dēcessōris,m,III
dēcessus,dēcessūs,m,IV
dēcīsiō,dēcīsiōnis,f,III
dēclāmātiō,dēclāmātiōnis,f,III
dēclāmātor,dēclāmātōris,m,III
dēclārātiō,dēclārātiōnis,f,III
dēclīnātiō,dēclīnātiōnis,f,III
dēclīvitās,dēclīvitātis,f,III
decocta,decoctae,f,I
dēcoctor,dēcoctōris,m,III
dēcolōrātiō,dēcolōrātiōnis,f,III
decor,decōris,m,III
decōrum,decōrī,n,II
dēcrētum,dēcrētī,n,II
decuma,decumae,f,I
decuria,decuriae,f,I
decuriātiō,decuriātiōnis,f,III
decuriātus,decuriātūs,m,IV
decuriō,decuriōnis,m,III
dēcursus,dēcursūs,m,IV
decus,decuoris,n,III
dēdecus,dēdecuoris,n,III
dēdicātiō,dēdicātiōnis,f,III
dēditiō,dēditiōnis,f,III
dēductiō,dēductiōnis,f,III
dēfatīgātiō,dēfatīgātiōnis,f,III
dēfectiō,dēfectiōnis,f,III
defector,defectōris,m,III
dēfectus,dēfectūs,m,IV
dēfēnsiō,dēfēnsiōnis,f,III
dēfēnsor,dēfēnsōris,m,III
dēfīnītiō,dēfīnītiōnis,f,III
dēflagrātiō,dēflagrātiōnis,f,III
dēfōrmātiō,dēfōrmātiōnis,f,III
dēfōrmitās,dēfōrmitātis,f,III
dēfrutum,dēfrutī,n,II
dēgenerātum,dēgenerātī,n,II
dehonestāmentum,dehonestāmentī,n,II
dēiectiō,dēiectiōnis,f,III
dēiectus,dēiectūs,m,IV
dēlātiō,dēlātiōnis,f,III
dēlātor,dēlātōris,m,III
dēlectāmentum,dēlectāmentī,n,II
dēlectātiō,dēlectātiōnis,f,III
dēlēctus,dēlēctūs,m,IV
dēlēgātiō,dēlēgātiōnis,f,III
dēlēnīmentum,dēlēnīmentī,n,II
dēlēnītor,dēlēnītōris,m,III
dēlētrīx,dēlētrīīcis,f,III
dēlīberātiō,dēlīberātiōnis,f,III
dēlīberātor,dēlīberātōris,m,III
dēlicium,dēliciī,n,II
dēlīctum,dēlīctī,n,II
dēlīrātiō,dēlīrātiōnis,f,III
delphīnus,delphīnī,m,II
dēlūbrum,dēlūbrī,n,II
dēmēnsum,dēmēnsī,n,II
dēmentia,dēmentiae,f,I
dēmigrātiō,dēmigrātiōnis,f,III
dēminūtiō,dēminūtiōnis,f,III
dēmissiō,dēmissiōnis,f,III
dēmōlītiō,dēmōlītiōnis,f,III
dēmōnstrātiō,dēmōnstrātiōnis,f,III
dēmōnstrātor,dēmōnstrātōris,m,III
dēmūtātīō,dēmūtātīōnis,f,III
dēns,dēndentis,m,III
dentālia,dentāliaium,n,II
dēnūntiātiō,dēnūntiātiōnis,f,III
dēpecūlātor,dēpecūlātōris,m,III
dēpopulātiō,dēpopulātiōnis,f,III
dēpopulātor,dēpopulātōris,m,III
dēpositum,dēpositī,n,II
dēprāvātiō,dēprāvātiōnis,f,III
dēprecātiō,dēprecātiōnis,f,III
dēprecātor,dēprecātōris,m,III
dēprehēnsiō,dēprehēnsiōnis,f,III
dēpulsiō,dēpulsiōnis,f,III
dēpulsor,dēpulsōris,m,III
dērelictiō,dērelictiōnis,f,III
dērīsor,dērīsōris,m,III
dērīsus,dērīsūs,m,IV
dērīvātiō,dērīvātiōnis,f,III
dērogātiō,dērogātiōnis,f,III
dēscēnsiō,dēscēnsiōnis,f,III
dēscēnsus,dēscēnsūs,m,IV
dēscrīptiō,dēscrīptiōnis,f,III
dēsertor,dēsertōris,m,III
dēsīderātiō,dēsīderātiōnis,f,III
dēsīderium,dēsīderiī,n,II
dēsidia,dēsidiae,f,I
dēsīgnātiō,dēsīgnātiōnis,f,III
dēspectus,dēspectūs,m,IV
dēspērātiō,dēspērātiōnis,f,III
dēspicātiō,dēspicātiōnis,f,III
dēspicientia,dēspicientiae,f,I
dēstinātiō,dēstinātiōnis,f,III
dēstinātum,dēstinātī,n,II
dēstitūtiō,dēstitūtiōnis,f,III
dēsuētūdō,dēsuētūdnis,f,III
dēsultor,dēsultōris,m,III
dēterminātiō,dēterminātiōnis,f,III
dētestātiō,dētestātiōnis,f,III
dētrāctiō,dētrāctiōnis,f,III
dētrāctor,dētrāctōris,m,III
dētrectātiō,dētrectātiōnis,f,III
dētrectātor,dētrectātōris,m,III
dētrīmentum,dētrīmentī,n,II
deūnx,deūnūncis,m,III
deus,deī,m,II
dēversōriolum,dēversōriolī,n,II
dēversōrium,dēversōriī,n,II
dēverticulum,dēverticulī,n,II
dēvītātiō,dēvītātiōnis,f,III
dēvōtiō,dēvōtiōnis,f,III
dextella,dextellae,f,I
dextera,dexterae,f,I
dexteritās,dexteritātis,f,III
diadēma,diadēmaātis,n,III
diaeta,diaetae,f,I
dialectica,dialecticae,f,I
dialogus,dialogī,m,II
dibaphus,dibaphī,f,II
dica,dicae,f,I
dicācitās,dicācitātis,f,III
dicātiō,dicātiōnis,f,III
dichorēus,dichorēī,m,II
dicrotum,dicrotī,n,II
dictamnus,dictamnī,f,II
dictātor,dictātōris,m,III
dictātūra,dictātūrae,f,I
dictiō,dictiōnis,f,III
dictum,dictī,n,II
dīductiō,dīductiōnis,f,III
diēcula,diēculae,f,I
Diēspiter,Diēspitertris,m,III
differentia,differentiae,f,I
difficultās,difficultātis,f,III
diffīdentia,diffīdentiae,f,I
diffugium,diffugiī,n,II
digamma,digammaatis,n,III
dīgestiō,dīgestiōnis,f,III
digitulus,digitulī,m,II
digitus,digitī,m,II
dīgnātiō,dīgnātiōnis,f,III
dīgnitās,dīgnitātis,f,III
dīgressiō,dīgressiōnis,f,III
dīgressus,dīgressūs,m,IV
dīiūdicātiō,dīiūdicātiōnis,f,III
dīlātiō,dīlātiōnis,f,III
dīlātor,dīlātōris,m,III
dīlēctus,dīlēctūs,m,IV
dīligentia,dīligentiae,f,I
dīlūculum,dīlūculī,n,II
dīlūdium,dīlūdiī,n,II
